name,actual,values,predicted
Trend18 Women's Animal Print Casual Shirt,clothing,"[1.0, 0.2857142857142857, 0.7142857142857143, 0.21428571428571427, 0.5, 0.35714285714285715, 0.7857142857142857, 0.7857142857142857, 0.6428571428571429, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.9285714285714286, 0.5, 0.0, 0.42857142857142855, 0.6428571428571429, 1.0, 0.6428571428571429, 0.14285714285714285, 0.5714285714285714, 0.14285714285714285, 0.21428571428571427, 0.07142857142857142, 0.2857142857142857, 0.07142857142857142, 0.42857142857142855, 0.14285714285714285, 0.07142857142857142, 0.21428571428571427, 0.07142857142857142, 0.0]",clothing
Kamakhya Jewels Gold Diamond Yellow Gold 18 K Ring,jewellery,"[1.0, 0.0, 0.75, 0.25, 0.75, 0.75, 1.0, 0.75, 1.0, 0.5, 1.0, 1.0, 0.75, 0.75, 0.0, 1.0, 0.75, 1.0, 0.75, 0.25, 0.5, 0.25, 0.0, 0.25, 0.5, 0.0, 0.5, 0.25, 0.0, 0.25, 0.0, 0.0]",clothing
DressBerry Metal Necklace,jewellery,"[1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]",clothing
NKP Cotton Bath Towel,home furnishing,"[0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 1.0, 1.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",home furnishing
Palakz Soft Pouch Art Plush Pencil Box,toys  school supplies,"[0.8571428571428571, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.8571428571428571, 0.42857142857142855, 0.7142857142857143, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.42857142857142855, 0.5714285714285714, 0.0, 0.2857142857142857, 1.0, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]",toys  school supplies
Mahek Saree Striped Fashion Cotton Sari,clothing,"[1.0, 0.6875, 0.75, 0.5625, 0.6875, 0.75, 0.8125, 0.8125, 0.75, 0.625, 0.625, 0.6875, 0.8125, 0.6875, 0.125, 0.5625, 0.6875, 0.9375, 0.6875, 0.3125, 0.4375, 0.25, 0.5, 0.3125, 0.3125, 0.0, 0.5, 0.25, 0.3125, 0.5, 0.125, 0.125]",clothing
Zuska Ignite Combo Set,beauty and personal care,"[0.8, 0.4, 0.4, 0.2, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0.0, 0.6, 0.6, 0.6, 0.6, 0.4, 0.6, 0.6, 0.0, 0.2, 0.4, 0.2, 0.2, 0.4, 0.0, 0.0, 0.4, 0.2]",clothing
Voylla Artifictial Textured Yellow Gold Plated Alloy Necklace,jewellery,"[0.7142857142857143, 0.2857142857142857, 0.42857142857142855, 0.0, 0.42857142857142855, 0.14285714285714285, 0.5714285714285714, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.0, 0.5714285714285714, 0.42857142857142855, 1.0, 0.7142857142857143, 0.14285714285714285, 0.42857142857142855, 0.0, 0.0, 0.2857142857142857, 0.14285714285714285, 0.0, 0.2857142857142857, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0, 0.0]",jewellery
Junk Hema Metal Necklace,jewellery,"[0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]",clothing
"Abee Stainless Steel, Plastic Masher",kitchen  dining,"[0.8148148148148148, 0.6296296296296297, 0.5555555555555556, 0.6666666666666666, 0.7407407407407407, 0.7777777777777778, 0.7777777777777778, 0.7407407407407407, 0.8518518518518519, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.7037037037037037, 0.8148148148148148, 0.2222222222222222, 0.7407407407407407, 0.7037037037037037, 0.7777777777777778, 0.8518518518518519, 0.7777777777777778, 0.7037037037037037, 0.4444444444444444, 0.6666666666666666, 0.5555555555555556, 0.7037037037037037, 0.0, 0.48148148148148145, 0.5185185185185185, 0.3333333333333333, 0.4444444444444444, 0.14814814814814814, 0.37037037037037035]",home decor  festive needs
Jewel Paradise Brass Plated Brass Necklace,jewellery,"[0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]",jewellery
Floozy Its My Choice Women's Push-up Bra,clothing,"[1.0, 0.5283018867924528, 0.7924528301886793, 0.1509433962264151, 0.6226415094339622, 0.5094339622641509, 0.6981132075471698, 0.6415094339622641, 0.7547169811320755, 0.6415094339622641, 0.5283018867924528, 0.6226415094339622, 0.6792452830188679, 0.6981132075471698, 0.0, 0.5094339622641509, 0.5471698113207547, 0.7169811320754716, 0.6981132075471698, 0.22641509433962265, 0.5471698113207547, 0.20754716981132076, 0.2830188679245283, 0.24528301886792453, 0.2641509433962264, 0.0, 0.3018867924528302, 0.11320754716981132, 0.018867924528301886, 0.20754716981132076, 0.22641509433962265, 0.07547169811320754]",clothing
Nourish Cardboard 2-O- Folder,pens  stationery,"[0.5882352941176471, 0.6176470588235294, 0.47058823529411764, 0.47058823529411764, 1.0, 0.6176470588235294, 0.6764705882352942, 0.6470588235294118, 0.6470588235294118, 0.6764705882352942, 0.5882352941176471, 0.6176470588235294, 0.6470588235294118, 0.6176470588235294, 0.11764705882352941, 0.47058823529411764, 0.6470588235294118, 0.5588235294117647, 0.6470588235294118, 0.5, 0.6176470588235294, 0.4411764705882353, 0.4411764705882353, 0.35294117647058826, 0.5, 0.0, 0.29411764705882354, 0.47058823529411764, 0.23529411764705882, 0.3235294117647059, 0.17647058823529413, 0.14705882352941177]",pens  stationery
Speedwav 202050 Bike Handle Grip For Universal For Bike Universal For Bike,automotive,"[0.7586206896551724, 0.6206896551724138, 0.6551724137931034, 0.6551724137931034, 0.7931034482758621, 0.8275862068965517, 0.6896551724137931, 0.6206896551724138, 0.7931034482758621, 1.0, 0.8620689655172413, 0.6896551724137931, 0.7586206896551724, 0.8620689655172413, 0.13793103448275862, 0.5862068965517241, 0.7931034482758621, 0.7241379310344828, 0.8275862068965517, 0.6206896551724138, 0.6896551724137931, 0.6551724137931034, 0.7241379310344828, 0.5517241379310345, 0.7241379310344828, 0.0, 0.41379310344827586, 0.5517241379310345, 0.27586206896551724, 0.3793103448275862, 0.10344827586206896, 0.3448275862068966]",automotive
Fayon Red chic Alloy Necklace,jewellery,"[1.0, 0.5, 0.5, 0.25, 0.5, 0.25, 1.0, 0.5, 0.75, 0.5, 0.25, 0.25, 0.5, 0.25, 0.0, 0.75, 0.5, 1.0, 0.75, 0.25, 0.5, 0.25, 0.25, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0]",clothing
Shashvat Jewels Yellow Gold Diamond 14 K Ring,jewellery,"[1.0, 0.0, 0.75, 0.25, 0.75, 0.75, 1.0, 0.75, 1.0, 0.5, 1.0, 1.0, 0.75, 0.75, 0.0, 1.0, 0.75, 1.0, 0.75, 0.25, 0.5, 0.25, 0.0, 0.25, 0.5, 0.0, 0.5, 0.25, 0.0, 0.25, 0.0, 0.0]",clothing
Scheffer's SC-B-S-8003 Analog Watch  - For Men,watches,"[0.7272727272727273, 0.45454545454545453, 0.6363636363636364, 0.18181818181818182, 0.5454545454545454, 0.45454545454545453, 0.45454545454545453, 0.5454545454545454, 0.8181818181818182, 0.5454545454545454, 0.45454545454545453, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 0.0, 0.7272727272727273, 0.7272727272727273, 0.6363636363636364, 0.5454545454545454, 0.18181818181818182, 0.5454545454545454, 0.18181818181818182, 0.2727272727272727, 0.18181818181818182, 0.2727272727272727, 0.0, 0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091]",home decor  festive needs
Craze PU Leather Car Seat Cover For Ford Endeavour,automotive,"[0.7731958762886598, 0.5567010309278351, 0.4948453608247423, 0.23711340206185566, 0.5051546391752577, 0.5051546391752577, 0.6082474226804123, 0.4742268041237113, 0.6804123711340206, 0.6804123711340206, 0.41237113402061853, 0.5876288659793815, 0.5154639175257731, 0.6494845360824743, 0.07216494845360824, 0.4020618556701031, 0.41237113402061853, 0.6185567010309279, 0.5979381443298969, 0.35051546391752575, 0.6185567010309279, 0.30927835051546393, 0.32989690721649484, 0.29896907216494845, 0.3917525773195876, 0.010309278350515464, 0.18556701030927836, 0.27835051546391754, 0.09278350515463918, 0.21649484536082475, 0.16494845360824742, 0.1134020618556701]",clothing
Durian Clinton/A/3 Leather 3 Seater Sofa,furniture,"[0.6, 1.0, 0.6, 0.4, 0.6, 0.6, 0.4, 0.6, 0.6, 0.6, 0.4, 0.8, 0.4, 0.6, 0.0, 0.6, 0.6, 0.6, 0.6, 0.4, 0.6, 0.4, 0.2, 0.2, 0.4, 0.4, 0.4, 0.4, 0.0, 0.2, 0.4, 0.2]",furniture
Disney Princess Cartoon Art Plastic Pencil Box,toys  school supplies,"[1.0, 0.42857142857142855, 0.42857142857142855, 0.2857142857142857, 1.0, 0.42857142857142855, 0.8571428571428571, 0.42857142857142855, 0.7142857142857143, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.0, 0.5714285714285714, 1.0, 0.5714285714285714, 0.7142857142857143, 0.2857142857142857, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]",clothing
"Pezzava Self Design Women's, Girl's Regular Blue Skirt",clothing,"[0.9682539682539683, 0.42857142857142855, 0.746031746031746, 0.2698412698412698, 0.6031746031746031, 0.6349206349206349, 0.6507936507936508, 0.7142857142857143, 0.6825396825396826, 0.6031746031746031, 0.5873015873015873, 0.6190476190476191, 0.6825396825396826, 0.6825396825396826, 0.047619047619047616, 0.42857142857142855, 0.5079365079365079, 0.746031746031746, 0.6507936507936508, 0.36507936507936506, 0.5396825396825397, 0.2857142857142857, 0.36507936507936506, 0.23809523809523808, 0.38095238095238093, 0.0, 0.31746031746031744, 0.25396825396825395, 0.1111111111111111, 0.2222222222222222, 0.14285714285714285, 0.14285714285714285]",clothing
La Isla Women Heels,footwear,"[0.6666666666666666, 0.0, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]",footwear
Nucode Graphic Print Men's Round Neck T-Shirt,clothing,"[1.0, 0.26666666666666666, 0.5333333333333333, 0.3333333333333333, 0.4, 0.4666666666666667, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.4, 0.5333333333333333, 0.4666666666666667, 0.9333333333333333, 0.4, 0.0, 0.4, 0.4666666666666667, 0.8666666666666667, 0.6, 0.13333333333333333, 0.6666666666666666, 0.2, 0.13333333333333333, 0.2, 0.26666666666666666, 0.06666666666666667, 0.3333333333333333, 0.13333333333333333, 0.06666666666666667, 0.13333333333333333, 0.06666666666666667, 0.0]",clothing
Sri Bansilal Pearls Alloy Jewel Set,jewellery,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 1.0, 0.3333333333333333, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0]",beauty and personal care
KARP Ultra Bright 28 LEDs USB Lights (Black) LED LIGHT-BLK-1 USB Led Light,computers,"[0.6617647058823529, 0.4852941176470588, 0.5294117647058824, 0.27941176470588236, 0.6470588235294118, 0.4852941176470588, 0.5588235294117647, 0.5294117647058824, 0.7352941176470589, 0.7205882352941176, 0.47058823529411764, 0.47058823529411764, 0.47058823529411764, 0.6470588235294118, 0.029411764705882353, 0.3382352941176471, 0.5588235294117647, 0.5, 0.6764705882352942, 0.4411764705882353, 1.0, 0.29411764705882354, 0.4264705882352941, 0.38235294117647056, 0.5, 0.0, 0.14705882352941177, 0.39705882352941174, 0.04411764705882353, 0.20588235294117646, 0.11764705882352941, 0.07352941176470588]",computers
Florentyne Padded Push-up Bra Women's Push-up Bra,clothing,"[1.0, 0.16666666666666666, 0.4166666666666667, 0.16666666666666666, 0.25, 0.3333333333333333, 0.5, 0.5, 0.4166666666666667, 0.16666666666666666, 0.4166666666666667, 0.4166666666666667, 0.75, 0.4166666666666667, 0.0, 0.25, 0.3333333333333333, 0.6666666666666666, 0.4166666666666667, 0.08333333333333333, 0.5, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.25, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0]",clothing
Mishti Cotton Silk Blend Embroidered Blouse Material,clothing,"[1.0, 0.5555555555555556, 0.5555555555555556, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.7777777777777778, 0.5555555555555556, 0.6666666666666666, 0.4444444444444444, 0.3333333333333333, 0.7777777777777778, 0.6666666666666666, 0.3333333333333333, 0.0, 0.4444444444444444, 0.4444444444444444, 0.7777777777777778, 0.5555555555555556, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.1111111111111111]",clothing
Miss Chase Casual Sleeveless Solid Women's Top,clothing,"[1.0, 0.3125, 0.5625, 0.25, 0.375, 0.3125, 0.6875, 0.5625, 0.5625, 0.3125, 0.5, 0.5, 0.875, 0.5, 0.0, 0.4375, 0.4375, 0.8125, 0.5625, 0.1875, 0.5, 0.125, 0.125, 0.0625, 0.3125, 0.0625, 0.3125, 0.1875, 0.0625, 0.0625, 0.1875, 0.0625]",clothing
Legrand Legrand Arteor 573601 6A Indicator Mg Switch 6 One Way Electrical Switch,home improvement,"[0.625, 0.5, 0.375, 0.375, 0.5, 0.5, 0.625, 0.625, 0.5, 0.875, 0.5, 0.5, 0.5, 0.625, 0.0, 0.5, 0.5, 0.5, 0.5, 0.625, 0.875, 0.625, 0.5, 0.25, 1.0, 0.25, 0.25, 0.375, 0.0, 0.0, 0.5, 0.125]",home improvement
Betty Girl's Maxi Dress,clothing,"[1.0, 0.4117647058823529, 0.5882352941176471, 0.4117647058823529, 0.35294117647058826, 0.5882352941176471, 0.7058823529411765, 0.6470588235294118, 0.5882352941176471, 0.6470588235294118, 0.23529411764705882, 0.4117647058823529, 0.7647058823529411, 0.35294117647058826, 0.0, 0.35294117647058826, 0.4117647058823529, 0.7058823529411765, 0.6470588235294118, 0.23529411764705882, 0.5294117647058824, 0.058823529411764705, 0.11764705882352941, 0.058823529411764705, 0.11764705882352941, 0.0, 0.17647058823529413, 0.058823529411764705, 0.0, 0.058823529411764705, 0.0, 0.058823529411764705]",clothing
Packy Poda Car Mat Hyundai Creta,automotive,"[0.6190476190476191, 0.6666666666666666, 0.6190476190476191, 0.5714285714285714, 0.7142857142857143, 0.7619047619047619, 0.7142857142857143, 0.5714285714285714, 0.8095238095238095, 1.0, 0.7142857142857143, 0.7619047619047619, 0.6190476190476191, 0.7619047619047619, 0.23809523809523808, 0.6190476190476191, 0.7142857142857143, 0.6190476190476191, 0.8095238095238095, 0.5714285714285714, 0.7142857142857143, 0.6666666666666666, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.0, 0.42857142857142855, 0.6190476190476191, 0.42857142857142855, 0.47619047619047616, 0.19047619047619047, 0.3333333333333333]",automotive
Onnet 3000OCURRO 3G Wifi Router,computers,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",computers
La Roche-Posay Anthelios XL Fluid Dry Touch Gel-Cream - SPF 50 PA+,beauty and personal care,"[0.25, 0.25, 0.25, 0.125, 0.25, 0.125, 0.625, 0.25, 0.25, 0.25, 0.125, 0.25, 0.25, 0.125, 0.0, 0.25, 0.25, 0.375, 0.25, 0.25, 0.375, 0.125, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",beauty and personal care
InnovationTheStore Solid Basic Cap Cap,clothing,"[1.0, 0.3333333333333333, 0.5, 0.25, 0.5, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5833333333333334, 0.4166666666666667, 0.5, 0.4166666666666667, 0.9166666666666666, 0.5, 0.0, 0.4166666666666667, 0.5, 0.9166666666666666, 0.5833333333333334, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.08333333333333333, 0.3333333333333333, 0.08333333333333333, 0.25, 0.16666666666666666, 0.0, 0.08333333333333333, 0.25, 0.0]",clothing
Da intimo Women's Shapewear,clothing,"[0.9655172413793104, 0.5517241379310345, 0.6206896551724138, 0.3793103448275862, 0.6551724137931034, 0.6551724137931034, 0.6551724137931034, 0.6206896551724138, 0.6551724137931034, 0.5172413793103449, 0.5862068965517241, 0.6896551724137931, 0.8275862068965517, 0.5517241379310345, 0.13793103448275862, 0.41379310344827586, 0.6896551724137931, 0.6896551724137931, 0.6896551724137931, 0.3793103448275862, 0.5172413793103449, 0.3448275862068966, 0.41379310344827586, 0.3448275862068966, 0.3793103448275862, 0.0, 0.3448275862068966, 0.3448275862068966, 0.20689655172413793, 0.3448275862068966, 0.20689655172413793, 0.1724137931034483]",clothing
Glamour Gold Alloy Bracelet,jewellery,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",beauty and personal care
Sonata 7016YM09 Watch,watches,"[0.8, 0.4, 0.6, 0.2, 0.4, 0.4, 0.4, 0.4, 0.6, 0.6, 0.4, 0.4, 0.6, 0.6, 0.0, 1.0, 0.6, 0.8, 0.4, 0.4, 0.6, 0.4, 0.0, 0.0, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.0]",watches
Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot,home decor  festive needs,"[0.8, 0.6285714285714286, 0.6476190476190476, 0.38095238095238093, 0.6285714285714286, 0.6, 0.7047619047619048, 0.6761904761904762, 1.0, 0.7142857142857143, 0.6095238095238096, 0.7142857142857143, 0.6476190476190476, 0.6666666666666666, 0.06666666666666667, 0.4, 0.580952380952381, 0.6952380952380952, 0.8095238095238095, 0.4, 0.6761904761904762, 0.3333333333333333, 0.3333333333333333, 0.3047619047619048, 0.4857142857142857, 0.0, 0.24761904761904763, 0.4, 0.11428571428571428, 0.26666666666666666, 0.1619047619047619, 0.13333333333333333]",home decor  festive needs
OGX Strength & Body+Bamboo Fiber-Full Thickening Root Booster,beauty and personal care,"[0.6363636363636364, 0.45454545454545453, 0.45454545454545453, 0.36363636363636365, 0.5, 0.45454545454545453, 0.8636363636363636, 0.45454545454545453, 0.5909090909090909, 0.45454545454545453, 0.45454545454545453, 0.4090909090909091, 0.5, 0.5, 0.18181818181818182, 0.4090909090909091, 0.5, 0.5454545454545454, 0.5454545454545454, 0.3181818181818182, 0.45454545454545453, 0.3181818181818182, 0.45454545454545453, 0.2727272727272727, 0.3181818181818182, 0.0, 0.36363636363636365, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.045454545454545456, 0.3181818181818182]",beauty and personal care
"Alpha Lady Women's Striped Casual, Formal Shirt",clothing,"[1.0, 0.4375, 0.8125, 0.3125, 0.4375, 0.5, 0.875, 0.8125, 0.5625, 0.5, 0.3125, 0.5, 0.8125, 0.4375, 0.0, 0.625, 0.5, 0.9375, 0.5625, 0.1875, 0.3125, 0.1875, 0.3125, 0.25, 0.125, 0.0, 0.3125, 0.25, 0.125, 0.1875, 0.125, 0.0625]",clothing
Nirosha Alloy Bangle Set,jewellery,"[0.8857142857142857, 0.5428571428571428, 0.6857142857142857, 0.22857142857142856, 0.4857142857142857, 0.42857142857142855, 0.7142857142857143, 0.5142857142857142, 0.7714285714285715, 0.6, 0.5428571428571428, 0.6, 0.5142857142857142, 0.6, 0.0, 0.6285714285714286, 0.5142857142857142, 0.9428571428571428, 0.6571428571428571, 0.3142857142857143, 0.5714285714285714, 0.2571428571428571, 0.2857142857142857, 0.2857142857142857, 0.45714285714285713, 0.02857142857142857, 0.2857142857142857, 0.2857142857142857, 0.05714285714285714, 0.2, 0.2571428571428571, 0.14285714285714285]",jewellery
TheLostPuppy Back Cover for Apple iPad Air,mobiles  accessories,"[0.7333333333333333, 0.5666666666666667, 0.5333333333333333, 0.26666666666666666, 0.5666666666666667, 0.5666666666666667, 0.6666666666666666, 0.5666666666666667, 0.8, 0.6666666666666666, 0.5666666666666667, 0.7, 0.5, 1.0, 0.03333333333333333, 0.5333333333333333, 0.3333333333333333, 0.5333333333333333, 0.6666666666666666, 0.2, 0.7, 0.3, 0.36666666666666664, 0.4, 0.4666666666666667, 0.0, 0.3, 0.3, 0.03333333333333333, 0.2, 0.2, 0.0]",mobiles  accessories
Numero Uno Printed Men's Round Neck T-Shirt,clothing,"[1.0, 0.2926829268292683, 0.6097560975609756, 0.14634146341463414, 0.34146341463414637, 0.4634146341463415, 0.4878048780487805, 0.3902439024390244, 0.5365853658536586, 0.3902439024390244, 0.34146341463414637, 0.43902439024390244, 0.5121951219512195, 0.5365853658536586, 0.0, 0.4146341463414634, 0.3170731707317073, 0.5853658536585366, 0.5365853658536586, 0.04878048780487805, 0.3902439024390244, 0.024390243902439025, 0.17073170731707318, 0.1951219512195122, 0.1951219512195122, 0.0, 0.17073170731707318, 0.12195121951219512, 0.024390243902439025, 0.12195121951219512, 0.04878048780487805, 0.07317073170731707]",clothing
